commence_time,home_team,away_team,bookmaker,market_type,name,price,point,price_normalized,point_normalized,home_team_encoded,away_team_encoded,market_type_encoded,bookmaker_encoded
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,DraftKings,totals,Over,1.91,221.0,0.03033333333333333,0.9243856332703213,3,9,2,5
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,DraftKings,totals,Under,1.91,221.0,0.03033333333333333,0.9243856332703213,3,9,2,5
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetMGM,h2h,Cleveland Cavaliers,1.27,0.0,0.009000000000000001,0.0888468809073724,3,9,0,0
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetMGM,h2h,Milwaukee Bucks,3.9,0.0,0.09666666666666668,0.0888468809073724,3,9,0,0
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetMGM,spreads,Cleveland Cavaliers,1.91,-8.5,0.03033333333333333,0.05671077504725898,3,9,1,0
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetMGM,spreads,Milwaukee Bucks,1.91,8.5,0.03033333333333333,0.12098298676748583,3,9,1,0
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetMGM,totals,Over,1.95,221.5,0.03166666666666667,0.9262759924385633,3,9,2,0
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetMGM,totals,Under,1.87,221.5,0.029000000000000005,0.9262759924385633,3,9,2,0
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetUS,h2h,Cleveland Cavaliers,1.29,0.0,0.00966666666666667,0.0888468809073724,3,9,0,3
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetUS,h2h,Milwaukee Bucks,3.8,0.0,0.09333333333333332,0.0888468809073724,3,9,0,3
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetUS,spreads,Cleveland Cavaliers,1.91,-8.5,0.03033333333333333,0.05671077504725898,3,9,1,3
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetUS,spreads,Milwaukee Bucks,1.91,8.5,0.03033333333333333,0.12098298676748583,3,9,1,3
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetUS,totals,Over,1.91,221.0,0.03033333333333333,0.9243856332703213,3,9,2,3
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetUS,totals,Under,1.91,221.0,0.03033333333333333,0.9243856332703213,3,9,2,3
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,Bovada,h2h,Cleveland Cavaliers,1.26,0.0,0.00866666666666667,0.0888468809073724,3,9,0,4
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,Bovada,h2h,Milwaukee Bucks,3.9,0.0,0.09666666666666668,0.0888468809073724,3,9,0,4
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,Bovada,spreads,Cleveland Cavaliers,1.91,-8.5,0.03033333333333333,0.05671077504725898,3,9,1,4
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,Bovada,spreads,Milwaukee Bucks,1.91,8.5,0.03033333333333333,0.12098298676748583,3,9,1,4
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,Bovada,totals,Over,1.91,221.0,0.03033333333333333,0.9243856332703213,3,9,2,4
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,Bovada,totals,Under,1.91,221.0,0.03033333333333333,0.9243856332703213,3,9,2,4
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetRivers,h2h,Cleveland Cavaliers,1.25,0.0,0.008333333333333331,0.0888468809073724,3,9,0,2
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetRivers,h2h,Milwaukee Bucks,4.1,0.0,0.10333333333333333,0.0888468809073724,3,9,0,2
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetRivers,spreads,Cleveland Cavaliers,1.92,-9.0,0.03066666666666667,0.054820415879017016,3,9,1,2
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetRivers,spreads,Milwaukee Bucks,1.89,9.0,0.029666666666666668,0.1228733459357278,3,9,1,2
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetRivers,totals,Over,1.92,221.0,0.03066666666666667,0.9243856332703213,3,9,2,2
2024-12-21 00:40:00+00:00,Cleveland Cavaliers,Milwaukee Bucks,BetRivers,totals,Under,1.89,221.0,0.029666666666666668,0.9243856332703213,3,9,2,2
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetOnline.ag,h2h,Miami Heat,1.95,0.0,0.03166666666666667,0.0888468809073724,6,12,0,1
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetOnline.ag,h2h,Oklahoma City Thunder,1.87,0.0,0.029000000000000005,0.0888468809073724,6,12,0,1
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetOnline.ag,spreads,Miami Heat,1.87,1.0,0.029000000000000005,0.09262759924385633,6,12,1,1
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetOnline.ag,spreads,Oklahoma City Thunder,1.95,-1.0,0.03166666666666667,0.08506616257088848,6,12,1,1
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetOnline.ag,totals,Over,1.91,217.5,0.03033333333333333,0.9111531190926275,6,12,2,1
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,BetOnline.ag,totals,Under,1.91,217.5,0.03033333333333333,0.9111531190926275,6,12,2,1
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,LowVig.ag,h2h,Miami Heat,1.95,0.0,0.03166666666666667,0.0888468809073724,6,12,0,7
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,LowVig.ag,h2h,Oklahoma City Thunder,1.87,0.0,0.029000000000000005,0.0888468809073724,6,12,0,7
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,LowVig.ag,spreads,Miami Heat,1.9,1.0,0.029999999999999992,0.09262759924385633,6,12,1,7
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,LowVig.ag,spreads,Oklahoma City Thunder,1.99,-1.0,0.032999999999999995,0.08506616257088848,6,12,1,7
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,LowVig.ag,totals,Over,1.93,217.5,0.030999999999999993,0.9111531190926275,6,12,2,7
2024-12-21 01:10:00+00:00,Miami Heat,Oklahoma City Thunder,LowVig.ag,totals,Under,1.93,217.5,0.030999999999999993,0.9111531190926275,6,12,2,7
